V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,U,U
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,ZH,V,ZH,ZH
V,V,V,V,V,V
V,V,I,V,I,I
V,V,ZH,V,ZH,ZH
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,I,V,I,I
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,O,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,M,V,M,M
V,V,M,M,M,M
V,V,V,V,V,V
V,V,M,M,M,M
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,SH,SH,V,V
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,SH,V,V,V
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,SH,V,SH,SH
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,SH,SH,SH,SH
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
V,V,V,V,V,V
G,G,E,Z,Z,Z
G,G,E,Z,Z,Z
G,G,G,G,G,G
G,G,E,Z,Z,Z
G,G,G,G,G,G
G,G,E,Z,Z,Z
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,M,M,M,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,E,E,E,E
G,G,E,E,E,E
G,G,E,E,E,E
G,G,E,Z,E,E
G,G,Z,Z,Z,Z
G,G,E,E,E,E
G,G,Z,Z,Z,Z
G,G,Z,E,Z,Z
G,G,E,E,E,E
G,G,Z,Z,Z,Z
G,G,Z,E,Z,Z
G,G,E,E,E,E
G,G,Z,E,Z,Z
G,G,Z,E,Z,Z
G,G,Z,E,Z,Z
G,G,Z,Z,Z,Z
G,G,Z,E,Z,Z
G,G,Z,Z,Z,Z
G,G,Z,E,Z,Z
G,G,Z,Z,Z,Z
G,G,Z,E,Z,Z
G,G,Z,E,Z,Z
G,G,Z,E,Z,Z
G,G,Z,E,Z,Z
G,G,Z,E,Z,Z
G,E,Z,G,Z,Z
G,E,G,G,G,G
G,G,Z,E,Z,Z
G,E,G,G,G,G
G,G,G,G,G,G
G,E,G,G,G,G
G,G,G,G,G,G
G,E,G,G,G,G
G,G,G,G,G,G
G,E,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,Z,Z
G,1,G,G,G,G
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,Z,Z
G,1,G,G,G,G
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,1,G,G,G,G
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,1,G,G,Z,Z
G,G,G,G,G,G
G,1,Z,G,Z,Z
G,A,G,G,G,G
G,G,G,G,Z,Z
G,G,G,G,G,G
G,1,Z,G,Z,Z
G,G,Z,G,Z,Z
G,A,G,G,G,G
G,G,G,G,G,G
G,G,Z,G,E,E
G,G,Z,G,Z,Z
G,1,Z,G,E,E
G,A,G,G,G,G
G,1,G,G,E,E
G,G,G,G,G,G
G,1,G,G,G,G
G,G,Z,G,Z,Z
G,A,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,1,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,A,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,1,Z,G,Z,Z
G,G,G,G,G,G
G,1,Z,G,Z,Z
G,G,Z,G,Z,Z
G,G,G,G,G,G
G,1,Z,G,Z,Z
G,G,Z,G,Z,Z
G,G,G,G,Z,Z
G,G,G,G,G,G
G,G,Z,G,Z,Z
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
G,G,G,G,G,G
